SN,Point Num,Title,Center Point Rel,Circle Point Rel,Center Point Abs,Circle Point Abs,Slope,Angle,Timestamp,Validity,Distance
23,1,Point star value,[50.77630234 93.6275177   8.37300014],[43.71851816 98.12106669  7.05828381],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339994.48440413 10506288.9815399      2565.20086193],0.15713383194561473,149.9236145044279,May-01-2022 13:46:17,False,8.469520593835538
24,1,Point star value,[50.77630234 93.6275177   8.37300014],[43.30501434 97.34587406  6.55626655],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339994.0709003  10506288.20634727     2564.69884467],0.21769184800548527,153.9236145044279,May-01-2022 13:46:17,False,8.540892187880567
25,1,Point star value,[50.77630234 93.6275177   8.37300014],[42.98211167 96.74053075  5.95152307],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339993.74799764 10506287.60100396     2564.09410119],0.2885159931099863,157.9236145044279,May-01-2022 13:46:17,False,8.735205190630811
26,1,Point star value,[50.77630234 93.6275177   8.37300014],[42.81373559 96.42487734  5.98876894],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339993.57962156 10506287.28535055     2564.13134706],0.2825035686233823,161.9236145044279,May-01-2022 13:46:17,False,8.769962862051052
27,1,Point star value,[50.77630234 93.6275177   8.37300014],[42.46180679 95.76511896  5.94821906],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339993.22769276 10506286.62559216     2564.09079719],0.2824478510725414,165.9236145044279,May-01-2022 13:46:17,False,8.92074765027463
28,1,Point star value,[50.77630234 93.6275177   8.37300014],[42.13869566 95.15938485  6.000283  ],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339992.90458163 10506286.01985806     2564.14286113],0.27047549515944935,169.9236145044279,May-01-2022 13:46:17,False,9.087609846360301
29,1,Point star value,[50.77630234 93.6275177   8.37300014],[41.67146826 94.28347701  6.53834462],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339992.43735423 10506285.14395022     2564.68092275],0.20098252942894665,173.9236145044279,May-01-2022 13:46:17,False,9.310974553195754
30,1,Point star value,[50.77630234 93.6275177   8.37300014],[41.6693948  94.27958991  6.53794408],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339992.43528076 10506285.14006312     2564.6805222 ],0.20098700376220285,177.9236145044279,May-01-2022 13:46:17,False,9.312808056593783
31,1,Point star value,[50.77630234 93.6275177   8.37300014],[41.06162253 93.14020363  6.56838155],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339991.8275085  10506284.00067684     2564.71095967],0.1855287499036133,181.9236145044279,May-01-2022 13:46:17,False,9.892882643200352
32,1,Point star value,[50.77630234 93.6275177   8.37300014],[40.65672195 92.38113944  6.73258328],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339991.42260792 10506283.24161265     2564.87516141],0.16088754080061926,185.9236145044279,May-01-2022 13:46:17,False,10.327164828413828
33,1,Point star value,[50.77630234 93.6275177   8.37300014],[40.20605692 91.53628095  6.93423128],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339990.97194289 10506282.39675416     2565.07680941],0.1335268604197526,189.9236145044279,May-01-2022 13:46:17,False,10.87075964443107
34,1,Point star value,[50.77630234 93.6275177   8.37300014],[39.69410988 90.57653754  7.04837155],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339990.45999585 10506281.43701075     2565.19094968],0.1152402362864591,193.9236145044279,May-01-2022 13:46:17,False,11.570570877017213
35,1,Point star value,[50.77630234 93.6275177   8.37300014],[39.19740028 89.64535962  7.23860526],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339989.96328625 10506280.50583283     2565.38118339],0.09264502020369042,197.9236145044279,May-01-2022 13:46:17,False,12.296967415277264
36,1,Point star value,[50.77630234 93.6275177   8.37300014],[38.65043601 88.61996966  7.41802597],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339989.41632198 10506279.48044287     2565.5606041 ],0.07279236587712971,201.9236145044279,May-01-2022 13:46:17,False,13.153864347167765
37,1,Point star value,[50.77630234 93.6275177   8.37300014],[37.81127184 87.04679463  7.67323971],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339988.5771578  10506277.90726784     2565.81581783],0.04812813330588136,205.9236145044279,May-01-2022 13:46:17,False,14.55635932044415
38,1,Point star value,[50.77630234 93.6275177   8.37300014],[36.89865633 85.33592094  7.94837785],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339987.6645423  10506276.19639415     2566.09095597],0.026266375897759323,209.9236145044279,May-01-2022 13:46:17,False,16.17157813942352
39,1,Point star value,[50.77630234 93.6275177   8.37300014],[36.34464702 83.88066585  8.10817432],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339987.11053298 10506274.74113906     2566.25075245],0.015206976797034087,213.9236145044279,May-01-2022 13:46:17,False,17.416771489634858
40,1,Point star value,[50.77630234 93.6275177   8.37300014],[37.50799974 83.26010938  8.17315435],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339988.27388571 10506274.12058259     2566.31573248],0.011868469658896071,217.9236145044279,May-01-2022 13:46:17,False,16.839564940355793
41,1,Point star value,[50.77630234 93.6275177   8.37300014],[38.58773462 82.68415641  8.13981318],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339989.35362058 10506273.54462962     2566.28239131],0.014235708364340476,221.9236145044279,May-01-2022 13:46:17,False,16.38208520097429
42,1,Point star value,[50.77630234 93.6275177   8.37300014],[39.67892974 82.10209031  8.1507268 ],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339990.44481571 10506272.96256352     2566.29330492],0.013892432892786029,225.9236145044279,May-01-2022 13:46:17,False,16.001142477107212
43,1,Point star value,[50.77630234 93.6275177   8.37300014],[40.67336526 81.57163779  8.40493917],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339991.43925122 10506272.432111       2566.5475173 ],-0.0020305325373731007,229.9236145044279,May-01-2022 13:46:17,False,15.729418243236436
44,1,Point star value,[50.77630234 93.6275177   8.37300014],[41.63247525 81.06002863  8.1448195 ],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339992.39836122 10506271.92050184     2566.28739762],0.014681622993749031,233.9236145044279,May-01-2022 13:46:17,False,15.54359745130398
45,1,Point star value,[50.77630234 93.6275177   8.37300014],[42.55532395 80.567762    8.08354402],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339993.32120991 10506271.42823521     2566.22612214],0.018757070940840743,237.9236145044279,May-01-2022 13:46:17,False,15.434555046085366
46,1,Point star value,[50.77630234 93.6275177   8.37300014],[43.50545195 80.06094402  7.84935617],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1339994.27133792 10506270.92141723     2565.9919343 ],0.03402027530674472,241.9236145044279,May-01-2022 13:46:17,False,15.40101911106425
47,1,Point star maximum,[50.77630234 93.6275177   8.37300014],[ 61.42780742 113.7383604    7.41171813],[ 1340001.54218831 10506284.48799091     2566.51557827],[ 1340012.19369339 10506304.59883361     2565.55429626],0.042240361746143956,61.92361450442789,May-01-2022 13:46:17,False,22.777721963370826
1,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 61.27287564 113.82100423   7.08962226],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340012.03876161 10506304.68147744     2565.23220038],0.05415217664122636,61.92361450442789,May-01-2022 13:46:17,False,19.42359855918332
2,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 60.08835447 114.45285238   7.18804312],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340010.85424044 10506305.31332559     2565.33062124],0.04896472763645244,65.92361450442789,May-01-2022 13:46:17,False,19.463211176868903
3,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 58.7332431  115.17569688   7.25342369],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340009.49912907 10506306.03617009     2565.39600182],0.04521972172839082,69.92361450442789,May-01-2022 13:46:17,False,19.62408721069155
4,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 57.58161049 115.79000159   7.28486228],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340008.34749646 10506306.6504748      2565.4274404 ],0.043105680496909854,73.92361450442789,May-01-2022 13:46:18,False,19.854582639491902
5,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 56.30118728 116.47300588   7.33352208],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340007.06707325 10506307.33347909     2565.47610021],0.039939381382779644,77.92361450442789,May-01-2022 13:46:18,False,20.206481741421744
6,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 54.99331823 117.17065035   7.37997913],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340005.7592042  10506308.03112356     2565.52255726],0.03679812292529322,81.92361450442789,May-01-2022 13:46:18,False,20.665422721300832
7,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 53.48236284 116.42527586   7.44495893],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340004.24824881 10506307.28574907     2565.58753705],0.035183164027702434,85.92361450442789,May-01-2022 13:46:18,False,19.764698441669758
8,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 52.10356595 113.84045528   7.48450756],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340002.86945192 10506304.70092849     2565.62708569],0.038281149963539464,89.92361450442789,May-01-2022 13:46:18,False,17.133394744918984
9,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 51.08927008 111.93896214   7.50573373],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340001.85515605 10506302.79943535     2565.64831185],0.041573475502655485,93.92361450442789,May-01-2022 13:46:18,False,15.26761065459754
10,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 50.23711629 110.34143557   7.51794887],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340001.00300226 10506301.20190878     2565.66052699],0.04522792165542829,97.92361450442789,May-01-2022 13:46:18,False,13.765843750309445
11,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 49.52249886 109.00174742   7.53346777],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340000.28838482 10506299.86222063     2565.67604589],0.04830515450595571,101.92361450442789,May-01-2022 13:46:18,False,12.56911234292625
12,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 48.9164986  107.86568311   7.54528236],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339999.68238456 10506298.72615632     2565.68786049],0.05126926986991205,105.92361450442789,May-01-2022 13:46:18,False,11.613432160332136
13,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 48.43799701 106.96863963   7.5243566 ],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339999.20388298 10506297.82911284     2565.66693473],0.056517436038786895,109.92361450442789,May-01-2022 13:46:18,False,10.908833221710028
14,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 47.97823373 106.10672473   7.49441981],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339998.7441197  10506296.96719794     2565.63699794],0.06290420054475786,113.92361450442789,May-01-2022 13:46:18,False,10.281818525069424
15,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 47.55538353 105.31401051   7.49361897],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339998.32126949 10506296.17448371     2565.63619709],0.06640314146025442,117.92361450442789,May-01-2022 13:46:18,False,9.75432623571722
16,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 47.05538465 104.37666622   7.69987249],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339997.82127061 10506295.23713942     2565.84245062],0.0479229743542908,121.92361450442789,May-01-2022 13:46:18,False,9.19279495989623
17,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 46.84884333 103.98946469   7.80400038],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339997.61472929 10506294.8499379      2565.9465785 ],0.03739989565933447,125.92361450442789,May-01-2022 13:46:18,False,8.987940285235615
18,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 46.53328138 103.39788298   7.6424017 ],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339997.29916734 10506294.25835619     2565.78497982],0.05712599215647432,129.9236145044279,May-01-2022 13:46:18,False,8.723226828353189
19,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 46.26995545 102.90422776   7.56480646],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339997.03584142 10506293.76470097     2565.70738459],0.06753794255854201,133.9236145044279,May-01-2022 13:46:18,False,8.534717266507473
20,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 45.98949281 102.37844648   7.44976497],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339996.75537878 10506293.23891969     2565.59234309],0.08269819630519087,137.9236145044279,May-01-2022 13:46:18,False,8.373877085273515
21,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 45.59021626 101.62992561   6.9610641 ],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339996.35610223 10506292.49039882     2565.10364223],0.1442436244018546,141.9236145044279,May-01-2022 13:46:18,False,8.257210888036656
22,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 45.3045579  101.09440394   7.00361657],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339996.07044386 10506291.95487715     2565.1461947 ],0.14025845305336118,145.9236145044279,May-01-2022 13:46:18,False,8.180750544486626
23,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 45.21409878 100.92482089   7.19965744],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339995.97998475 10506291.7852941      2565.34223557],0.11624918438714368,149.9236145044279,May-01-2022 13:46:18,False,8.142750025777485
24,2,Point star value,[52.1232605  96.71961212  8.13991356],[ 44.85422706 100.25017198   6.94174051],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339995.62011303 10506291.11064519     2565.08431864],0.14826910003071073,153.9236145044279,May-01-2022 13:46:18,False,8.169413602930216
25,2,Point star value,[52.1232605  96.71961212  8.13991356],[44.71576776 99.99060333  6.73588729],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339995.48165373 10506290.85107654     2564.87846541],0.17338900010799924,157.9236145044279,May-01-2022 13:46:18,False,8.21837099690116
26,2,Point star value,[52.1232605  96.71961212  8.13991356],[44.35967408 99.32303706  6.42250204],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339995.12556005 10506290.18351027     2564.56508017],0.20973525199591056,161.9236145044279,May-01-2022 13:46:18,False,8.366635994146572
27,2,Point star value,[52.1232605  96.71961212  8.13991356],[44.06956883 98.77917885  5.83888459],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339994.8354548  10506289.63965206     2563.98146272],0.2768032801573733,165.9236145044279,May-01-2022 13:46:18,False,8.625456445947114
28,2,Point star value,[52.1232605  96.71961212  8.13991356],[43.76402084 98.20637023  5.84178817],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339994.52990681 10506289.06684344     2563.9843663 ],0.2706725583756179,169.9236145044279,May-01-2022 13:46:18,False,8.795948934665258
29,2,Point star value,[52.1232605  96.71961212  8.13991356],[43.47307781 97.66094144  5.89295101],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339994.23896378 10506288.52141465     2564.03552914],0.25823443777245364,173.9236145044279,May-01-2022 13:46:18,False,8.986690273167675
30,2,Point star value,[52.1232605  96.71961212  8.13991356],[43.13721506 97.03130196  5.8465941 ],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339993.90310103 10506287.89177517     2563.98917222],0.2550555921398148,177.9236145044279,May-01-2022 13:46:18,False,9.279303711982006
31,2,Point star value,[52.1232605  96.71961212  8.13991356],[42.82683286 96.44943069  6.63576436],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339993.59271883 10506287.3099039      2564.77834249],0.1617303351807204,181.9236145044279,May-01-2022 13:46:18,False,9.421201072496448
32,2,Point star value,[52.1232605  96.71961212  8.13991356],[42.3415389  95.53965362  6.48407769],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339993.10742487 10506286.40012683     2564.62665582],0.1680602379830603,185.9236145044279,May-01-2022 13:46:18,False,9.99080436291306
33,2,Point star value,[52.1232605  96.71961212  8.13991356],[41.89962479 94.71120042  6.6985414 ],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339992.66551076 10506285.57167363     2564.84111953],0.13834017559847592,189.9236145044279,May-01-2022 13:46:18,False,10.518269742214716
34,2,Point star value,[52.1232605  96.71961212  8.13991356],[41.53895234 94.03505038  6.79345822],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339992.30483831 10506284.89552359     2564.93603635],0.12330794886340754,193.9236145044279,May-01-2022 13:46:18,False,11.00215401017447
35,2,Point star value,[52.1232605  96.71961212  8.13991356],[40.97098143 92.97027941  6.96116424],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339991.7368674  10506283.83075262     2565.10374236],0.10018554241792203,197.9236145044279,May-01-2022 13:46:18,False,11.824562327168662
36,2,Point star value,[52.1232605  96.71961212  8.13991356],[40.31504062 91.74059191  7.21037054],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339991.08092659 10506282.60106513     2565.35294867],0.07253544107816516,201.9236145044279,May-01-2022 13:46:18,False,12.848686665630762
37,2,Point star value,[52.1232605  96.71961212  8.13991356],[39.8660557  90.89888311  7.34173203],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339990.63194167 10506281.75935632     2565.48431015],0.05882355196430831,205.9236145044279,May-01-2022 13:46:18,False,13.592536536140765
38,2,Point star value,[52.1232605  96.71961212  8.13991356],[38.71962446 88.74967674  7.50393152],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339989.48551043 10506279.61014995     2565.64650965],0.04078338856833254,209.9236145044279,May-01-2022 13:46:18,False,15.607107423084383
39,2,Point star value,[52.1232605  96.71961212  8.13991356],[37.64173517 86.72896547  7.75644207],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339988.40762114 10506277.58943868     2565.8990202 ],0.021796330886407825,213.9236145044279,May-01-2022 13:46:18,False,17.59757502125424
40,2,Point star value,[52.1232605  96.71961212  8.13991356],[36.520298   84.62661531  7.96369672],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339987.28618397 10506275.48708852     2566.10627484],0.008926600578636548,217.9236145044279,May-01-2022 13:46:18,False,19.741430111112095
41,2,Point star value,[52.1232605  96.71961212  8.13991356],[37.27216489 83.38590858  7.97801447],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339988.03805085 10506274.24638179     2566.12059259],0.008111776584490606,221.9236145044279,May-01-2022 13:46:18,False,19.959180901215085
42,2,Point star value,[52.1232605  96.71961212  8.13991356],[38.56152213 82.69813869  8.02156782],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339989.3274081  10506273.55861191     2566.16414595],0.00606683899841535,225.9236145044279,May-01-2022 13:46:18,False,19.507344008376833
43,2,Point star value,[52.1232605  96.71961212  8.13991356],[39.73744138 82.07087899  8.00915265],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339990.50332735 10506272.9313522      2566.15173078],0.006816440051919142,229.9236145044279,May-01-2022 13:46:18,False,19.183612695700994
44,2,Point star value,[52.1232605  96.71961212  8.13991356],[41.00051877 81.39712732  8.02707458],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339991.76640474 10506272.25760053     2566.1696527 ],0.005959615837895367,233.9236145044279,May-01-2022 13:46:18,False,18.934272013427996
45,2,Point star value,[52.1232605  96.71961212  8.13991356],[42.16593954 80.77546772  8.03168035],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339992.93182551 10506271.63594093     2566.17425847],0.005757705042765054,237.9236145044279,May-01-2022 13:46:18,False,18.798289706504676
46,2,Point star value,[52.1232605  96.71961212  8.13991356],[43.29204581 80.17477928  8.00154328],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1339994.05793178 10506271.03525249     2566.14412141],0.0073780761513538755,241.9236145044279,May-01-2022 13:46:18,False,18.754759204197622
47,2,Point star maximum,[52.1232605  96.71961212  8.13991356],[ 61.27287564 113.82100423   7.08962226],[ 1340002.88914647 10506287.58008533     2566.28249168],[ 1340012.03876161 10506304.68147744     2565.23220038],0.05415217664122636,61.92361450442789,May-01-2022 13:46:17,False,19.42359855918332
1,3,Point star value,[53.56515121 99.73162079  7.93085623],[ 61.37920931 113.76428364   7.00922322],[ 1340004.33103718 10506290.592094       2566.07343435],[ 1340012.14509527 10506304.62475685     2565.15180135],0.057381130272873226,61.92361450442789,May-01-2022 13:46:18,False,16.08802467917131
2,3,Point star value,[53.56515121 99.73162079  7.93085623],[ 60.15187553 114.41896893   6.88527083],[ 1340004.33103718 10506290.592094       2566.07343435],[ 1340010.91776149 10506305.27944214     2565.02784896],0.06495658374004214,65.92361450442789,May-01-2022 13:46:18,False,16.130603875451133
3,3,Point star value,[53.56515121 99.73162079  7.93085623],[ 59.08585125 114.98760838   7.00712061],[ 1340004.33103718 10506290.592094       2566.07343435],[ 1340009.85173722 10506305.84808159     2565.14969873],0.056935814331544966,69.92361450442789,May-01-2022 13:46:18,False,16.250433033758796
4,3,Point star value,[53.56515121 99.73162079  7.93085623],[ 58.04911668 115.54062409   7.07400274],[ 1340004.33103718 10506290.592094       2566.07343435],[ 1340008.81500265 10506306.4010973      2565.21658087],0.05214349434173839,73.92361450442789,May-01-2022 13:46:18,False,16.454930256070845
