X1,Y1,Z1,X2,Y2,Z2,Slope,Distance
-8.228174209594727,-9.303703308105469,781.4825439453125,-8.131097793579102,-10.110901832580566,781.4850463867188,0.0030779771577187933,0.8130187886354197
-8.131097793579102,-10.110901832580566,781.4850463867188,-8.022224426269531,-10.92876148223877,781.4912719726562,0.00754548402396228,0.8250979181700973
-8.022224426269531,-10.92876148223877,781.4912719726562,-7.917540073394775,-11.747199058532715,781.4887084960938,-0.003106847488630923,0.8251093572604788
-7.917540073394775,-11.747199058532715,781.4887084960938,-7.821691989898682,-12.55208969116211,781.5219116210938,0.04096231078918558,0.8112571929506615
-7.821691989898682,-12.55208969116211,781.5219116210938,-7.717067241668701,-13.371614456176758,781.5368041992188,0.01802590950483422,0.8263104545494452
-7.717067241668701,-13.371614456176758,781.5368041992188,-7.6250834465026855,-14.194231986999512,781.5469970703125,0.012314033615632457,0.8278070519216431
-7.6250834465026855,-14.194231986999512,781.5469970703125,-7.5292205810546875,-14.99885082244873,781.575927734375,0.03570323592971228,0.810825593241022
-7.5292205810546875,-14.99885082244873,781.575927734375,-7.408919811248779,-15.811037063598633,781.6131591796875,0.045346282293803476,0.8218910791882091
-7.408919811248779,-15.811037063598633,781.6131591796875,-7.320133686065674,-16.64089012145996,781.653564453125,0.04841336929756501,0.8355666698644615
-7.320133686065674,-16.64089012145996,781.653564453125,-7.2253804206848145,-17.44102668762207,781.6783447265625,0.030755156447284084,0.8061084094349
-7.2253804206848145,-17.44102668762207,781.6783447265625,-7.125328063964844,-18.245067596435547,781.7160034179688,0.04647831988254874,0.8111167820784211
-7.125328063964844,-18.245067596435547,781.7160034179688,-7.016558647155762,-19.064828872680664,781.7527465820312,0.0444323734418689,0.8277616783648147
-7.016558647155762,-19.064828872680664,781.7527465820312,-6.930051803588867,-19.886804580688477,781.8023681640625,0.06003710225120346,0.8280035023731095
-6.930051803588867,-19.886804580688477,781.8023681640625,-6.8131842613220215,-20.68744659423828,781.8577880859375,0.06849352162929952,0.8110222093365937
-6.8131842613220215,-20.68744659423828,781.8577880859375,-6.722148895263672,-21.525720596313477,781.897705078125,0.04733973654415282,0.8441469698422421
-6.722148895263672,-21.525720596313477,781.897705078125,-6.622081756591797,-22.32948875427246,781.9310302734375,0.04114357461600701,0.8106585302292029
-6.622081756591797,-22.32948875427246,781.9310302734375,-6.530320167541504,-23.15618324279785,782.0066528320312,0.09091745873881331,0.8352022138090615
-6.530320167541504,-23.15618324279785,782.0066528320312,-6.414651393890381,-23.9539737701416,782.0841064453125,0.09608054512236898,0.8098444621825199
-6.414651393890381,-23.9539737701416,782.0841064453125,-6.310990333557129,-25.015226364135742,782.1976318359375,0.1064663241844351,1.072329565947552
-6.310990333557129,-25.015226364135742,782.1976318359375,-6.213192939758301,-25.675823211669922,782.2486572265625,0.07640856165223911,0.6697433207538341
-6.213192939758301,-25.675823211669922,782.2486572265625,-6.11429500579834,-26.4761962890625,782.2952880859375,0.05782165837835502,0.807807094176862
-6.11429500579834,-26.4761962890625,782.2952880859375,-6.0055108070373535,-27.295686721801758,782.32763671875,0.03913081533847957,0.8273119153596687
-6.0055108070373535,-27.295686721801758,782.32763671875,-5.903891086578369,-28.118913650512695,782.3160400390625,-0.013980742741150411,0.8295562830337551
-5.903891086578369,-28.118913650512695,782.3160400390625,-5.80370569229126,-28.920507431030273,782.314453125,-0.001964415265973289,0.8078318021031163
-5.80370569229126,-28.920507431030273,782.314453125,-5.711721897125244,-29.743125915527344,782.32470703125,0.012387756159883433,0.8278087533982617
-5.711721897125244,-29.743125915527344,782.32470703125,-5.607008457183838,-30.561019897460938,782.3134155273438,-0.013693810942840497,0.8246471780392006
-5.607008457183838,-30.561019897460938,782.3134155273438,-5.509946823120117,-31.36849021911621,782.3202514648438,0.008405361082700987,0.8133117552345437
-5.509946823120117,-31.36849021911621,782.3202514648438,-5.40518856048584,-32.185569763183594,782.2958984375,-0.029562978036349972,0.8241276265629734
-5.40518856048584,-32.185569763183594,782.2958984375,-5.307934284210205,-32.989505767822266,782.24609375,-0.06150266749483697,0.8113273079992197
-5.307934284210205,-32.989505767822266,782.24609375,-5.222151756286621,-33.799930572509766,782.1783447265625,-0.0831325170074553,0.8177633742877385
-5.222151756286621,-33.799930572509766,782.1783447265625,-5.139923572540283,-34.848175048828125,782.0607299804688,-0.11185801029048675,1.058022298835365
-5.139923572540283,-34.848175048828125,782.0607299804688,-4.994746208190918,-35.52475357055664,781.9884033203125,-0.10452146399896549,0.6957485960841958
-4.994746208190918,-35.52475357055664,781.9884033203125,-4.897432804107666,-36.32760238647461,781.921142578125,-0.08316886764377554,0.811517176204403
-4.897432804107666,-36.32760238647461,781.921142578125,-4.791431427001953,-37.1467170715332,781.8616943359375,-0.071976029253219,0.828081670323725
-4.791431427001953,-37.1467170715332,781.8616943359375,-4.689692974090576,-37.967769622802734,781.815185546875,-0.05621539719801218,0.8286380827641624
-4.689692974090576,-37.967769622802734,781.815185546875,-4.612111568450928,-39.001888275146484,781.7421875,-0.07039181009638966,1.0395907735613288
-4.612111568450928,-39.001888275146484,781.7421875,-4.511146068572998,-39.42999267578125,781.7070922851562,-0.07978917903159764,0.4412471916209565
