X1,Y1,Z1,X2,Y2,Z2,Slope,Distance
-9.725422859191895,-9.200698852539062,781.5494995117188,-9.433211326599121,-10.231648445129395,781.5474243164062,-0.0019366081888672684,1.0715637865652115
-9.433211326599121,-10.231648445129395,781.5474243164062,-9.129777908325195,-11.237601280212402,781.5557250976562,0.007900087219699967,1.0507529912906748
-9.129777908325195,-11.237601280212402,781.5557250976562,-8.847158432006836,-12.267126083374023,781.5624389648438,0.006288677958728815,1.0676329728572689
-8.847158432006836,-12.267126083374023,781.5624389648438,-8.551926612854004,-13.29410171508789,781.58251953125,0.018792007835160537,1.0687581598853797
-8.551926612854004,-13.29410171508789,781.58251953125,-8.26425838470459,-14.309022903442383,781.5945434570312,0.011398145865775406,1.054970427475913
-8.26425838470459,-14.309022903442383,781.5945434570312,-7.965932369232178,-15.330666542053223,781.614990234375,0.01921131263228386,1.0645056160140194
-7.965932369232178,-15.330666542053223,781.614990234375,-7.670774936676025,-16.35900115966797,781.6567993164062,0.039079199530049374,1.0706717494724056
-7.670774936676025,-16.35900115966797,781.6567993164062,-7.380086421966553,-17.369949340820312,781.6909790039062,0.0324929566599497,1.0524658135050415
-7.380086421966553,-17.369949340820312,781.6909790039062,-7.084899425506592,-18.397741317749023,781.72412109375,0.030992983134737608,1.069855181245243
-7.084899425506592,-18.397741317749023,781.72412109375,-6.789727210998535,-19.425804138183594,781.7615966796875,0.03503707681840134,1.070254277505506
-6.789727210998535,-19.425804138183594,781.7615966796875,-6.365721702575684,-20.293073654174805,781.80517578125,0.04514243438953471,0.9663520179694068
-6.365721702575684,-20.293073654174805,781.80517578125,-6.205168724060059,-21.463865280151367,781.8858032226562,0.06822722354942386,1.1844961269142251
-6.205168724060059,-21.463865280151367,781.8858032226562,-5.911430835723877,-22.47029685974121,781.9334106445312,0.04540869031876921,1.0495012806364228
-5.911430835723877,-22.47029685974121,781.9334106445312,-5.6164655685424805,-23.502164840698242,782.0319213867188,0.09179168497540205,1.077710724310594
-5.6164655685424805,-23.502164840698242,782.0319213867188,-5.348601341247559,-24.502525329589844,782.1629028320312,0.12647850567280483,1.0438527151930492
-5.348601341247559,-24.502525329589844,782.1629028320312,-5.036746501922607,-25.52963638305664,782.2573852539062,0.08802075552751092,1.0775608961944703
-5.036746501922607,-25.52963638305664,782.2573852539062,-4.749791145324707,-26.578994750976562,782.31103515625,0.04931573069718918,1.0892082780741634
-4.749791145324707,-26.578994750976562,782.31103515625,-4.459028244018555,-27.58858299255371,782.3233642578125,0.011735023845475822,1.0506966684310692
-4.459028244018555,-27.58858299255371,782.3233642578125,-4.16256856918335,-28.61786651611328,782.3126831054688,-0.009971882879331867,1.0711801891792017
-4.16256856918335,-28.61786651611328,782.3126831054688,-3.8684468269348145,-29.64035987854004,782.3286743164062,0.015029969031837648,1.0640751826338863
-3.8684468269348145,-29.64035987854004,782.3286743164062,-3.5765151977539062,-30.653345108032227,782.3276977539062,-0.0009263434751128834,1.0542125520785055
-3.5765151977539062,-30.653345108032227,782.3276977539062,-3.2799813747406006,-31.681270599365234,782.2952270507812,-0.030350917083415113,1.07033521407292
-3.2799813747406006,-31.681270599365234,782.2952270507812,-2.9919869899749756,-32.69021224975586,782.2113647460938,-0.07992673358095827,1.0525858186851027
-2.9919869899749756,-32.69021224975586,782.2113647460938,-2.777864694595337,-33.84319305419922,782.0877075195312,-0.1054470665465237,1.1791964223464346
-2.777864694595337,-33.84319305419922,782.0877075195312,-2.365205764770508,-34.82666778564453,781.9840087890625,-0.09722900456119883,1.0715705139916987
-2.365205764770508,-34.82666778564453,781.9840087890625,-2.06852388381958,-35.85187530517578,781.907958984375,-0.07125622035867006,1.069978583608572
-2.06852388381958,-35.85187530517578,781.907958984375,-1.7847925424575806,-36.862754821777344,781.8370971679688,-0.06749109061494511,1.0523318241790853
-1.7847925424575806,-36.862754821777344,781.8370971679688,-1.517969012260437,-38.148983001708984,781.75341796875,-0.06370158702791663,1.3162750227437343
-1.517969012260437,-38.148983001708984,781.75341796875,-1.1676340103149414,-39.021461486816406,781.7089233398438,-0.04732525069641569,0.9412401885624079
-1.1676340103149414,-39.021461486816406,781.7089233398438,-0.9334326982498169,-39.84788513183594,781.6625366210938,-0.05400283857358909,0.860219752910142
