X1,Y1,Z1,X2,Y2,Z2,Slope,Distance
-9.76032543182373,-15.133729934692383,781.73486328125,-9.233116149902344,-16.37015151977539,781.7514038085938,0.012305741164806252,1.344232700111127
-9.233116149902344,-16.37015151977539,781.7514038085938,-8.709014892578125,-17.6121768951416,781.77197265625,0.015257927735055155,1.3482330060031575
-8.709014892578125,-17.6121768951416,781.77197265625,-8.17736530303955,-18.866527557373047,781.804931640625,0.02419242208375331,1.3627667315237892
-8.17736530303955,-18.866527557373047,781.804931640625,-7.649134635925293,-20.10906219482422,781.8516845703125,0.03462781031459088,1.350964766150566
-7.649134635925293,-20.10906219482422,781.8516845703125,-7.143151760101318,-21.35353660583496,781.906982421875,0.041162477870279796,1.3445419601764244
-7.143151760101318,-21.35353660583496,781.906982421875,-6.6160454750061035,-22.591859817504883,781.9540405273438,0.03496560072673913,1.346662495816118
-6.6160454750061035,-22.591859817504883,781.9540405273438,-6.094799518585205,-23.813478469848633,782.0720825195312,0.08887531424680783,1.3334104359719445
-6.094799518585205,-23.813478469848633,782.0720825195312,-5.571692943572998,-25.095104217529297,782.217041015625,0.10471832451873757,1.3918397937725393
-5.571692943572998,-25.095104217529297,782.217041015625,-5.0446906089782715,-26.335330963134766,782.2945556640625,0.05752260610022534,1.3497786344085512
-5.0446906089782715,-26.335330963134766,782.2945556640625,-4.517539978027344,-27.572839736938477,782.3285522460938,0.02527423816694778,1.345537632525725
-4.517539978027344,-27.572839736938477,782.3285522460938,-3.993335247039795,-28.81296157836914,782.318603515625,-0.007389338512411054,1.3463995539293117
-3.993335247039795,-28.81296157836914,782.318603515625,-3.461596965789795,-30.06568145751953,782.3253784179688,0.004978246188048368,1.360918290959101
-3.461596965789795,-30.06568145751953,782.3253784179688,-2.9373626708984375,-31.305261611938477,782.3067016601562,-0.01387703349362939,1.3460049689551379
-2.9373626708984375,-31.305261611938477,782.3067016601562,-2.433095693588257,-32.53152847290039,782.2056884765625,-0.0761845131741419,1.3297440588168377
-2.433095693588257,-32.53152847290039,782.2056884765625,-1.842311978340149,-33.99287796020508,782.033447265625,-0.10927269410468038,1.585633865995945
-1.842311978340149,-33.99287796020508,782.033447265625,-1.3104493618011475,-35.15264892578125,781.9279174804688,-0.08270942185196685,1.2802667968124157
-1.3104493618011475,-35.15264892578125,781.9279174804688,-0.8174484372138977,-36.404727935791016,781.82958984375,-0.07307118380011246,1.349229440493207
-0.8174484372138977,-36.404727935791016,781.82958984375,-0.3190801739692688,-37.52433395385742,781.7352294921875,-0.07699644883005201,1.229142968676541
