SN,Point Num,Title,Center Point,Circle Point,Slope,Angle,Timestamp,Validity,Distance
39,2,Point star value,[ 1340010.10002675 10506261.62369495     2566.35277748],"[82.61654554314778, 66.19497150911202, 7.8145129680633545, 1339950.765885968, 10506190.86047321, 2558.1426]",0.01667709232413739,348.7900798432598,Apr-15-2022 12:41:01,False,23.729640738191492
40,2,Point star value,[ 1340010.10002675 10506261.62369495     2566.35277748],"[82.11981268727618, 67.84126019711499, 7.883297681808472, 1339950.765885968, 10506190.86047321, 2558.1426]",0.014230279575586762,352.7900798432598,Apr-15-2022 12:41:01,False,22.974585270313824
41,2,Point star value,[ 1340010.10002675 10506261.62369495     2566.35277748],"[81.64179574894547, 69.42551996359822, 7.645405054092407, 1339950.765885968, 10506190.86047321, 2558.1426]",0.0252730084764891,356.7900798432598,Apr-15-2022 12:41:01,False,22.35486320622904
42,2,Point star value,[ 1340010.10002675 10506261.62369495     2566.35277748],"[81.11871484732065, 71.15913222837236, 7.617771148681641, 1339950.765885968, 10506190.86047321, 2558.1426]",0.027190359245713364,360.7900798432598,Apr-15-2022 12:41:01,False,21.796224069659953
43,2,Point star value,[ 1340010.10002675 10506261.62369495     2566.35277748],"[80.71112799442034, 72.50997024397154, 8.186770915985107, 1339950.765885968, 10506190.86047321, 2558.1426]",0.0010923249359518865,364.7900798432598,Apr-15-2022 12:41:01,False,21.44824612163021
44,2,Point star value,[ 1340010.10002675 10506261.62369495     2566.35277748],"[80.27641707707004, 73.95070374352929, 7.798793792724609, 1339950.765885968, 10506190.86047321, 2558.1426]",0.01942107489060601,368.7900798432598,Apr-15-2022 12:41:01,False,21.187454605488284
45,2,Point star value,[ 1340010.10002675 10506261.62369495     2566.35277748],"[79.85845088528846, 75.33594131210187, 8.56703805923462, 1339950.765885968, 10506190.86047321, 2558.1426]",-0.016970071247711986,372.7900798432598,Apr-15-2022 12:41:01,False,21.03055880226686
46,2,Point star value,[ 1340010.10002675 10506261.62369495     2566.35277748],"[79.40719797014184, 76.83149885546331, 7.746429443359375, 1339950.765885968, 10506190.86047321, 2558.1426]",0.02211560629700409,376.7900798432598,Apr-15-2022 12:41:01,False,20.975383065125914
47,2,Point star maximum,[ 1340010.10002675 10506261.62369495     2566.35277748],[ 1340011.38289799 10506231.89762836     2563.81405687],0.08532443205136908,272.7900798432598,Apr-15-2022 12:41:01,True,29.861846825568726
1,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[51.44706406187913, 69.4971654795678, 7.539074897766113, 1339950.765885968, 10506190.86047321, 2558.1426]",0.0560159023019674,196.79007984325978,Apr-15-2022 12:41:01,False,14.119363408307098
2,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[51.694365633750756, 68.67755031724235, 7.437550067901611, 1339950.765885968, 10506190.86047321, 2558.1426]",0.0631191065018867,200.79007984325978,Apr-15-2022 12:41:01,False,14.14736884772641
3,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[51.91642243899113, 67.94160220702554, 7.165315389633179, 1339950.765885968, 10506190.86047321, 2558.1426]",0.08202932584605192,204.79007984325978,Apr-15-2022 12:41:01,False,14.23074161841873
4,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[52.317178100842874, 66.61340435387163, 7.256026744842529, 1339950.765885968, 10506190.86047321, 2558.1426]",0.0744850223158027,208.79007984325978,Apr-15-2022 12:41:01,False,14.441704929025956
5,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[52.5973609585664, 65.68481293135892, 7.197254657745361, 1339950.765885968, 10506190.86047321, 2558.1426]",0.07733462193624507,212.79007984325978,Apr-15-2022 12:41:01,False,14.674794223085359
6,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[52.765993763190195, 65.1259244354666, 7.053678035736084, 1339950.765885968, 10506190.86047321, 2558.1426]",0.08616442602282778,216.79007984325978,Apr-15-2022 12:41:01,False,14.85290810559128
7,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[53.29323376485959, 63.37852794185643, 6.775736331939697, 1339950.765885968, 10506190.86047321, 2558.1426]",0.1005098588603444,220.79007984325978,Apr-15-2022 12:41:01,False,15.529165462867343
8,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[53.55060223562584, 62.52554872563845, 6.549057722091675, 1339950.765885968, 10506190.86047321, 2558.1426]",0.11237571074686484,224.79007984325978,Apr-15-2022 12:41:01,False,15.936629646791475
9,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[53.95338823877817, 61.190621847262186, 8.2583589553833, 1339950.765885968, 10506190.86047321, 2558.1426]",0.004260956091918463,228.79007984325978,Apr-15-2022 12:41:01,False,16.51918584435218
10,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[54.45849614145508, 59.5165762982944, 6.338298559188843, 1339950.765885968, 10506190.86047321, 2558.1426]",0.11377692112965175,232.79007984325978,Apr-15-2022 12:41:01,False,17.60716666580593
11,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[54.988972699772155, 57.75845310011021, 6.419398307800293, 1339950.765885968, 10506190.86047321, 2558.1426]",0.10242952208353492,236.79007984325978,Apr-15-2022 12:41:01,False,18.73812952380182
12,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[55.58196906812124, 55.7931246510247, 6.59551477432251, 1339950.765885968, 10506190.86047321, 2558.1426]",0.08647161875310631,240.79007984325978,Apr-15-2022 12:41:01,False,20.118728020802358
13,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[56.378543278513156, 53.153091691211586, 6.87395715713501, 1339950.765885968, 10506190.86047321, 2558.1426]",0.0658586595896864,244.79007984325978,Apr-15-2022 12:41:01,False,22.13741144444311
14,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[56.970548274181816, 51.19104888270754, 7.272547245025635, 1339950.765885968, 10506190.86047321, 2558.1426]",0.04455879267245985,248.79007984325978,Apr-15-2022 12:41:01,False,23.72700307536902
15,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[57.389478075410665, 49.802617687391816, 7.209269285202026, 1339950.765885968, 10506190.86047321, 2558.1426]",0.044987198088813025,252.79007984325978,Apr-15-2022 12:41:01,False,24.90950441432548
16,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],"[58.554031613662715, 45.943015299637295, 7.096330404281616, 1339950.765885968, 10506190.86047321, 2558.1426]",0.043550084893584765,256.7900798432598,Apr-15-2022 12:41:01,False,28.325629967181843
17,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],[ 1340010.91884007 10506234.9083057      2564.04333878],0.0813426026933609,260.7900798432598,Apr-15-2022 12:41:01,True,29.947461648764673
18,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],[ 1340012.97638859 10506234.64070087     2564.04794407],0.0811754827835123,264.7900798432598,Apr-15-2022 12:41:01,True,29.95179191938906
19,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],[ 1340014.92325749 10506234.34455066     2564.03612995],0.08108272687405965,268.7900798432598,Apr-15-2022 12:41:01,True,30.132014252600925
20,3,Point star value,[ 1340015.72798314 10506264.36721759     2566.47132397],[ 1340017.17382206 10506234.41200596     2564.01930904],0.08176085471975814,272.7900798432598,Apr-15-2022 12:41:01,True,30.090156725264006
