X1,Y1,Z1,X2,Y2,Z2,Slope
1349771.9810953536,10509165.700999161,2580.2469194296696,1349772.0,10509164.0,2579.942626953125,0.17887938599815295
1349772.0,10509164.0,2579.942626953125,1349772.125,10509163.0,2579.9443359375,0.0016957873869618346
1349772.125,10509163.0,2579.9443359375,1349772.25,10509161.0,2580.147216796875,0.10124288241202152
1349772.25,10509161.0,2580.147216796875,1349772.375,10509159.0,2580.243408203125,0.04800204051785377
1349772.375,10509159.0,2580.243408203125,1349772.375,10509157.0,2580.3876953125,0.0721435546875
1349772.375,10509157.0,2580.3876953125,1349772.5,10509154.0,2580.61767578125,0.07659369749780237
1349772.5,10509154.0,2580.61767578125,1349772.625,10509152.0,2580.6591796875,0.020711540324962287
1349772.625,10509152.0,2580.6591796875,1349772.75,10509151.0,2580.6904296875,0.031008683647302117
1349772.75,10509151.0,2580.6904296875,1349772.75,10509149.0,2580.76953125,0.03955078125
1349772.75,10509149.0,2580.76953125,1349771.875,10509145.0,2580.754150390625,0.003756390447751739
1349771.875,10509145.0,2580.754150390625,1349773.0,10509145.0,2580.754150390625,0.0
1349773.0,10509145.0,2580.754150390625,1349773.0,10509142.0,2580.751708984375,0.0008138020833333334
1349773.0,10509142.0,2580.751708984375,1349773.125,10509141.0,2580.759033203125,0.007267660229836433
1349773.125,10509141.0,2580.759033203125,1349773.25,10509139.0,2580.75830078125,0.0003654977704405109
1349773.25,10509139.0,2580.75830078125,1349773.375,10509137.0,2580.74462890625,0.006822625048222871
1349773.375,10509137.0,2580.74462890625,1349773.375,10509135.0,2580.74658203125,0.0009765625
1349773.375,10509135.0,2580.74658203125,1349773.5,10509132.0,2580.69482421875,0.01723764741988758
1349773.5,10509132.0,2580.69482421875,1349773.625,10509130.0,2580.572021484375,0.061281792843859
1349773.625,10509130.0,2580.572021484375,1349773.75,10509129.0,2580.52685546875,0.04481723808399134
1349773.75,10509129.0,2580.52685546875,1349773.75,10509127.0,2580.407958984375,0.0594482421875
1349773.75,10509127.0,2580.407958984375,1349773.875,10509125.0,2580.3134765625,0.04714921238682591
1349773.875,10509125.0,2580.3134765625,1349774.0,10509123.0,2580.2470703125,0.03313846451993965
1349774.0,10509123.0,2580.2470703125,1349774.125,10509120.0,2580.090087890625,0.0522821098631496
1349774.125,10509120.0,2580.090087890625,1349774.125,10509119.0,2580.0625,0.027587890625
1349774.125,10509119.0,2580.0625,1349774.25,10509117.0,2579.993408203125,0.03447862301155486
1349774.25,10509117.0,2579.993408203125,1349774.375,10509115.0,2579.93701171875,0.02814332832391934
1349774.375,10509115.0,2579.93701171875,1349774.5,10509113.0,2579.899658203125,0.018640386292466057
1349774.5,10509113.0,2579.899658203125,1349774.5,10509110.0,2579.849853515625,0.0166015625
1349774.5,10509110.0,2579.849853515625,1349774.625,10509109.0,2579.8408203125,0.008963447616798268
1349774.625,10509109.0,2579.8408203125,1349774.75,10509107.0,2579.828125,0.006335294687635522
1349774.75,10509107.0,2579.828125,1349774.875,10509105.0,2579.810791015625,0.008650113900425424
1349774.875,10509105.0,2579.810791015625,1349774.875,10509103.0,2579.783935546875,0.013427734375
1349774.875,10509103.0,2579.783935546875,1349775.0,10509101.0,2579.76123046875,0.011330430883655838
1349775.0,10509101.0,2579.76123046875,1349775.125,10509098.0,2579.734619140625,0.008862752682866728
1349775.125,10509098.0,2579.734619140625,1349775.25,10509097.0,2579.72314453125,0.011386001026743746
1349775.25,10509097.0,2579.72314453125,1349775.25,10509095.0,2579.709716796875,0.0067138671875
1349775.25,10509095.0,2579.709716796875,1349775.375,10509093.0,2579.710693359375,0.0004873303605873479
1349775.375,10509093.0,2579.710693359375,1349775.5,10509091.0,2579.697021484375,0.006822625048222871
1349775.5,10509091.0,2579.697021484375,1349775.6263500315,10509087.708335644,2580.090252168901,0.11937465955474157
