x1, y1, z1, x2, y2, z2, sp 
1349790.11, 10509156.19, 2575.91, 1349790.12, 10509156.00, 2575.92, 0.07
1349790.12, 10509156.00, 2575.92, 1349816.38, 10509085.00, 2566.39, 0.13
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349789.50, 10509146.00, 2575.50, 0.14
1349789.50, 10509146.00, 2575.50, 1349789.50, 10509144.00, 2575.75, 0.12
1349789.50, 10509144.00, 2575.75, 1349816.38, 10509085.00, 2566.39, 0.14
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349816.38, 10509085.00, 2566.39, 0.00
1349816.38, 10509085.00, 2566.39, 1349788.85, 10509127.21, 2591.15, 0.49
