,x1,y1,z1,x2,y2,z2,sp
0,1349761.4153784194,10509186.919001851,2580.654332748943,1349761.625,10509182.0,2580.232421875,0.08569386853257845
1,1349761.625,10509182.0,2580.232421875,1349761.75,10509178.0,2580.25341796875,0.00524646231344536
2,1349761.75,10509178.0,2580.25341796875,1349761.875,10509174.0,2580.2626953125,0.0023182042780339964
3,1349761.875,10509174.0,2580.2626953125,1349762.0,10509170.0,2580.318115234375,0.013848220292466242
4,1349762.0,10509170.0,2580.318115234375,1349762.125,10509165.0,2580.2880859375,0.006003983423251909
5,1349762.125,10509165.0,2580.2880859375,1349762.25,10509162.0,2580.40283203125,0.03821553909126021
6,1349762.25,10509162.0,2580.40283203125,1349762.375,10509158.0,2580.397216796875,0.0014031236419679452
7,1349762.375,10509158.0,2580.397216796875,1349762.5,10509154.0,2580.45458984375,0.014336263298368136
8,1349762.5,10509154.0,2580.45458984375,1349762.625,10509150.0,2580.59423828125,0.03489507492198542
9,1349762.625,10509150.0,2580.59423828125,1349762.75,10509146.0,2580.724365234375,0.032515865268213685
10,1349762.75,10509146.0,2580.724365234375,1349762.875,10509142.0,2580.6591796875,0.01628843532197571
11,1349762.875,10509142.0,2580.6591796875,1349763.125,10509138.0,2580.684326171875,0.006274378392562104
12,1349763.125,10509138.0,2580.684326171875,1349763.25,10509134.0,2580.655029296875,0.007320645088528409
13,1349763.25,10509134.0,2580.655029296875,1349763.375,10509130.0,2580.639404296875,0.0039043440472151516
14,1349763.375,10509130.0,2580.639404296875,1349763.5,10509126.0,2580.435546875,0.05093948874101018
15,1349763.5,10509126.0,2580.435546875,1349763.625,10509122.0,2580.240478515625,0.04874329521445166
16,1349763.625,10509122.0,2580.240478515625,1349763.75,10509118.0,2580.0439453125,0.04910932746887808
17,1349763.75,10509118.0,2580.0439453125,1349763.875,10509114.0,2579.8740234375,0.04245974151346477
18,1349763.875,10509114.0,2579.8740234375,1349764.125,10509110.0,2579.692138671875,0.04538263982969677
19,1349764.125,10509110.0,2579.692138671875,1349764.125,10509106.0,2579.5244140625,0.04193115234375
20,1349764.125,10509106.0,2579.5244140625,1349764.375,10509102.0,2579.378173828125,0.036488860748977676
21,1349764.375,10509102.0,2579.378173828125,1349764.9927957663,10509080.675813438,2579.2454451634608,0.0062217143048921624
