X1,Y1,Z1,X2,Y2,Z2,Slope
1349713.7221426403,10509196.065439828,2578.0491611211414,1349715.125,10509195.0,2577.571533203125,0.2711357998228513
1349715.125,10509195.0,2577.571533203125,1349717.25,10509193.0,2576.923828125,0.22195709795657237
1349717.25,10509193.0,2576.923828125,1349719.5,10509191.0,2576.61669921875,0.10202266958594226
1349719.5,10509191.0,2576.61669921875,1349721.375,10509188.0,2577.28955078125,0.19019232794905783
1349721.375,10509188.0,2577.28955078125,1349722.875,10509186.0,2577.89208984375,0.241015625
1349722.875,10509186.0,2577.89208984375,1349726.5,10509183.0,2579.093994140625,0.2554317916821692
1349726.5,10509183.0,2579.093994140625,1349727.875,10509182.0,2578.557861328125,0.3153381465074222
1349727.875,10509182.0,2578.557861328125,1349730.375,10509180.0,2578.6044921875,0.014565033457384647
1349730.375,10509180.0,2578.6044921875,1349732.125,10509178.0,2577.861328125,0.2796439768905928
1349732.125,10509178.0,2577.861328125,1349734.25,10509175.0,2577.570068359375,0.07922503303664344
1349734.25,10509175.0,2577.570068359375,1349736.625,10509173.0,2577.444091796875,0.040573003518544225
1349736.625,10509173.0,2577.444091796875,1349738.375,10509171.0,2577.657958984375,0.08047573053750305
1349738.375,10509171.0,2577.657958984375,1349740.0,10509171.0,2577.674072265625,0.009915865384615384
1349740.0,10509171.0,2577.674072265625,1349744.75,10509165.0,2578.238037109375,0.07369571348090287
1349744.75,10509165.0,2578.238037109375,1349747.75,10509162.0,2579.404541015625,0.2749476074633239
1349747.75,10509162.0,2579.404541015625,1349753.25,10509157.0,2580.633056640625,0.1652778075873752
1349753.25,10509157.0,2580.633056640625,1349757.5,10509152.0,2580.4287109375,0.031139805125227904
1349757.5,10509152.0,2580.4287109375,1349761.75,10509148.0,2580.64013671875,0.03622594173207533
1349761.75,10509148.0,2580.64013671875,1349765.875,10509143.0,2580.743896484375,0.01600750211814125
1349765.875,10509143.0,2580.743896484375,1349770.125,10509139.0,2580.743896484375,0.0
1349770.125,10509139.0,2580.743896484375,1349774.375,10509135.0,2580.741455078125,0.0004183134149200384
1349774.375,10509135.0,2580.741455078125,1349778.625,10509131.0,2580.6181640625,0.02112482745346194
1349778.625,10509131.0,2580.6181640625,1349782.875,10509127.0,2580.365234375,0.043337269785715976
1349782.875,10509127.0,2580.365234375,1349786.875,10509123.0,2580.07666015625,0.05101319673843378
1349786.875,10509123.0,2580.07666015625,1349791.375,10509118.0,2579.516845703125,0.08322136119847424
1349791.375,10509118.0,2579.516845703125,1349795.625,10509114.0,2579.367431640625,0.02560078099310635
1349795.625,10509114.0,2579.367431640625,1349799.875,10509109.0,2579.292724609375,0.011384444884491921
1349799.875,10509109.0,2579.292724609375,1349804.0,10509105.0,2578.719970703125,0.09968006173272814
1349804.0,10509105.0,2578.719970703125,1349807.875,10509102.0,2575.985595703125,0.5579703581953017
1349807.875,10509102.0,2575.985595703125,1349812.25,10509097.0,2574.82763671875,0.17429058901341415
1349812.25,10509097.0,2574.82763671875,1349816.875,10509093.0,2572.41455078125,0.39463120758641224
1349816.875,10509093.0,2572.41455078125,1349819.8160036763,10509089.552629054,2568.8742368725375,0.7812794065848431
