X1,Y1,Z1,X2,Y2,Z2,Slope
1349743.524447356,10509103.50627003,2580.859438335098,1349744.125,10509104.0,2580.591064453125,0.3451963940275427
1349744.125,10509104.0,2580.591064453125,1349745.125,10509106.0,2580.50634765625,0.037886503329708346
1349745.125,10509106.0,2580.50634765625,1349746.25,10509108.0,2580.504150390625,0.0009575414836573417
1349746.25,10509108.0,2580.504150390625,1349747.375,10509109.0,2580.50537109375,0.0008109910141966794
1349747.375,10509109.0,2580.50537109375,1349748.5,10509110.0,2578.546142578125,1.3016405777856703
1349748.5,10509110.0,2578.546142578125,1349748.75,10509111.0,2578.403076171875,0.13879480104618275
1349748.75,10509111.0,2578.403076171875,1349749.25,10509113.0,2578.58740234375,0.08941132661251533
1349749.25,10509113.0,2578.58740234375,1349751.625,10509116.0,2579.472412109375,0.23129607044872114
1349751.625,10509116.0,2579.472412109375,1349752.0,10509116.0,2579.59033203125,0.314453125
1349752.0,10509116.0,2579.59033203125,1349753.0,10509118.0,2580.12939453125,0.24107607882419607
1349753.0,10509118.0,2580.12939453125,1349755.125,10509121.0,2580.051025390625,0.02131704577096609
1349755.125,10509121.0,2580.051025390625,1349756.25,10509123.0,2580.157958984375,0.046600352204657296
1349756.25,10509123.0,2580.157958984375,1349757.375,10509125.0,2580.32958984375,0.07479462922345681
1349757.375,10509125.0,2580.32958984375,1349758.5,10509126.0,2580.4150390625,0.056769370993767554
1349758.5,10509126.0,2580.4150390625,1349759.625,10509128.0,2580.527587890625,0.049047402662892724
1349759.625,10509128.0,2580.527587890625,1349760.75,10509129.0,2580.546630859375,0.012651459821468198
1349760.75,10509129.0,2580.546630859375,1349761.75,10509131.0,2580.601806640625,0.02467535951733166
1349761.75,10509131.0,2580.601806640625,1349762.875,10509132.0,2580.6826171875,0.053687605139820176
1349762.875,10509132.0,2580.6826171875,1349764.0,10509135.0,2580.682373046875,7.61986635391475e-05
1349764.0,10509135.0,2580.682373046875,1349765.125,10509136.0,2580.696533203125,0.009407495764681481
1349765.125,10509136.0,2580.696533203125,1349766.25,10509138.0,2580.705322265625,0.003830165934629367
1349766.25,10509138.0,2580.705322265625,1349767.375,10509139.0,2580.714111328125,0.005839135302216091
1349767.375,10509139.0,2580.714111328125,1349768.5,10509141.0,2580.714111328125,0.0
1349768.5,10509141.0,2580.714111328125,1349769.5,10509142.0,2580.719482421875,0.003797936813013683
1349769.5,10509142.0,2580.719482421875,1349770.625,10509144.0,2580.7138671875,0.002447050458235429
1349770.625,10509144.0,2580.7138671875,1349771.75,10509146.0,2580.767333984375,0.023300176102328648
1349771.75,10509146.0,2580.767333984375,1349771.75,10509146.0,2580.791748046875,2441406.25
1349771.75,10509146.0,2580.791748046875,1349774.0,10509149.0,2580.79150390625,6.510416666666667e-05
1349774.0,10509149.0,2580.79150390625,1349775.125,10509151.0,2580.692626953125,0.043089366764580375
1349775.125,10509151.0,2580.692626953125,1349776.25,10509152.0,2580.609619140625,0.055147388965374196
1349776.25,10509152.0,2580.609619140625,1349777.375,10509154.0,2580.18310546875,0.18586944132770844
1349777.375,10509154.0,2580.18310546875,1349778.375,10509156.0,2580.111083984375,0.032208986980587787
1349778.375,10509156.0,2580.111083984375,1349779.5,10509158.0,2580.0126953125,0.04287657976821208
1349779.5,10509158.0,2580.0126953125,1349780.625,10509159.0,2579.933349609375,0.052714415922784155
1349780.625,10509159.0,2579.933349609375,1349781.75,10509161.0,2579.570556640625,0.15810073830164553
1349781.75,10509161.0,2579.570556640625,1349782.5,10509162.0,2579.359619140625,0.16875
1349782.5,10509162.0,2579.359619140625,1349784.25,10509164.0,2578.34423828125,0.3820759855085333
1349784.25,10509164.0,2578.34423828125,1349785.125,10509165.0,2578.3359375,0.006246974516609826
1349785.125,10509165.0,2578.3359375,1349786.125,10509168.0,2578.214111328125,0.03852481817441458
1349786.125,10509168.0,2578.214111328125,1349787.125,10509169.0,2577.345947265625,0.6138846957762116
1349787.125,10509169.0,2577.345947265625,1349788.25,10509171.0,2576.487060546875,0.3742923266118365
1349788.25,10509171.0,2576.487060546875,1349789.125,10509172.0,2576.014892578125,0.3553426092683354
1349789.125,10509172.0,2576.014892578125,1349790.375,10509174.0,2574.82470703125,0.5046376626006841
1349790.375,10509174.0,2574.82470703125,1349791.625,10509176.0,2574.270263671875,0.23508351420844176
1349791.625,10509176.0,2574.270263671875,1349792.9127925804,10509177.744876957,2574.411030460422,0.06491012829980096
