X1,Y1,Z1,X2,Y2,Z2,Slope
1349807.009024202,10509072.763859937,2579.653482984961,1349814.125,10509079.0,2566.3642578125,1.4045064079415892
1349814.125,10509079.0,2566.3642578125,1349810.5,10509074.0,2579.342529296875,2.101468826191516
1349810.5,10509074.0,2579.342529296875,1349812.625,10509075.0,2579.327392578125,0.006445169983508919
1349812.625,10509075.0,2579.327392578125,1349815.875,10509076.0,2566.376953125,3.8085409793912137
1349815.875,10509076.0,2566.376953125,1349815.5,10509076.0,2567.08349609375,1.8841145833333333
1349815.5,10509076.0,2567.08349609375,1349817.75,10509077.0,2565.829833984375,0.509160406050892
1349817.75,10509077.0,2565.829833984375,1349820.0,10509077.0,2565.90625,0.03396267361111111
1349820.0,10509077.0,2565.90625,1349822.0,10509079.0,2566.28173828125,0.13275515496397827
1349822.0,10509079.0,2566.28173828125,1349823.875,10509079.0,2566.775390625,0.26328125
1349823.875,10509079.0,2566.775390625,1349826.5,10509080.0,2566.812255859375,0.013123851188083535
1349826.5,10509080.0,2566.812255859375,1349827.1188095442,10509079.722514477,2567.2721900544357,0.6781923935263302
