X1,Y1,Z1,X2,Y2,Z2,Slope
1349733.4956755878,10509174.710905813,2577.7907043812065,1349734.25,10509174.0,2577.582763671875,0.20061253169245732
1349734.25,10509174.0,2577.582763671875,1349735.25,10509173.0,2577.46240234375,0.08510831130980662
1349735.25,10509173.0,2577.46240234375,1349737.125,10509171.0,2577.3701171875,0.03366272743712795
1349737.125,10509171.0,2577.3701171875,1349737.0,10509170.0,2577.26025390625,0.1090149034475465
1349737.0,10509170.0,2577.26025390625,1349742.75,10509166.0,2578.225830078125,0.13785156560214
1349742.75,10509166.0,2578.225830078125,1349742.875,10509165.0,2578.215576171875,0.010174724321771007
1349742.875,10509165.0,2578.215576171875,1349742.625,10509164.0,2578.32177734375,0.1030302704011766
1349742.625,10509164.0,2578.32177734375,1349745.875,10509164.0,2578.560791015625,0.07354266826923077
1349745.875,10509164.0,2578.560791015625,1349747.0,10509163.0,2579.028564453125,0.31077175664016754
1349747.0,10509163.0,2579.028564453125,1349746.75,10509160.0,2579.62548828125,0.1982873029710881
1349746.75,10509160.0,2579.62548828125,1349748.375,10509158.0,2580.137451171875,0.19867078347702744
1349748.375,10509158.0,2580.137451171875,1349751.5,10509158.0,2580.632568359375,0.1584375
1349751.5,10509158.0,2580.632568359375,1349752.875,10509156.0,2580.673095703125,0.016698115163219607
1349752.875,10509156.0,2580.673095703125,1349754.375,10509154.0,2580.32958984375,0.13740234375
1349754.375,10509154.0,2580.32958984375,1349755.875,10509153.0,2580.388916015625,0.03290823918035417
1349755.875,10509153.0,2580.388916015625,1349757.25,10509152.0,2580.42041015625,0.01852396215822289
1349757.25,10509152.0,2580.42041015625,1349758.75,10509150.0,2580.503173828125,0.03310546875
1349758.75,10509150.0,2580.503173828125,1349760.125,10509149.0,2580.572509765625,0.040781436069265896
1349760.125,10509149.0,2580.572509765625,1349761.625,10509148.0,2580.63232421875,0.033179088885542274
1349761.625,10509148.0,2580.63232421875,1349763.0,10509147.0,2580.693115234375,0.03575555486354651
1349763.0,10509147.0,2580.693115234375,1349764.5,10509145.0,2580.778564453125,0.0341796875
1349764.5,10509145.0,2580.778564453125,1349765.0,10509143.0,2580.7578125,0.010066175843793117
1349765.0,10509143.0,2580.7578125,1349767.375,10509142.0,2580.739990234375,0.006916054932676682
1349767.375,10509142.0,2580.739990234375,1349768.75,10509141.0,2580.732177734375,0.004595091388086298
1349768.75,10509141.0,2580.732177734375,1349770.25,10509139.0,2580.741455078125,0.0037109375
1349770.25,10509139.0,2580.741455078125,1349771.625,10509138.0,2580.746826171875,0.00315912532930933
1349771.625,10509138.0,2580.746826171875,1349773.125,10509137.0,2580.746826171875,0.0
1349773.125,10509137.0,2580.746826171875,1349774.5,10509136.0,2580.744873046875,0.0011487728470215746
1349774.5,10509136.0,2580.744873046875,1349776.0,10509134.0,2580.74365234375,0.00048828125
1349776.0,10509134.0,2580.74365234375,1349777.375,10509132.0,2580.71484375,0.011869744513613938
1349777.375,10509132.0,2580.71484375,1349778.875,10509131.0,2580.6123046875,0.056878438089501035
1349778.875,10509131.0,2580.6123046875,1349780.375,10509129.0,2580.458251953125,0.06162109375
1349780.375,10509129.0,2580.458251953125,1349781.75,10509128.0,2580.3642578125,0.05528469326291328
1349781.75,10509128.0,2580.3642578125,1349783.25,10509127.0,2580.3154296875,0.027084970518810016
1349783.25,10509127.0,2580.3154296875,1349784.625,10509126.0,2580.106689453125,0.12277509802543078
