SN,Point Num,Title,Center Point Rel,Circle Point Rel,Center Point Abs,Circle Point Abs,Slope,Angle,Timestamp,Validity,Distance
19,1,Point star value,[64.2231369  89.70878601  8.53319645],[60.3510136  89.93608209  8.1058712 ],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340011.11689957 10506280.7965553      2566.24844933],0.11016976530460725,-3.3847137108089864,Nov-05-2022 14:27:33,False,3.9022569378327288
20,1,Point star value,[64.2231369  89.70878601  8.53319645],[59.20844779 89.63814044  8.16644573],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340009.97433375 10506280.49861366     2566.30902386],0.07312802861812678,0.6152862891910136,Nov-05-2022 14:27:33,False,5.028578706972041
21,1,Point star value,[64.2231369  89.70878601  8.53319645],[57.36127315 89.1564612   8.1711514 ],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340008.12715911 10506280.01693441     2566.31372952],0.05259181677858513,4.615286289191014,Nov-05-2022 14:27:33,False,6.893570448655504
22,1,Point star value,[64.2231369  89.70878601  8.53319645],[52.87270964 87.98599911  8.1711514 ],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340003.6385956  10506278.84647232     2566.31372952],0.03153585348129883,8.615286289191014,Nov-05-2022 14:27:33,False,11.486133833841023
23,1,Point star value,[64.2231369  89.70878601  8.53319645],[93.45093536 96.16840363  8.21720791],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340044.21682133 10506287.02887684     2566.35978603],0.010556490052792421,12.615286289191014,Nov-05-2022 14:27:33,True,29.934774283712677
24,1,Point star value,[64.2231369  89.70878601  8.53319645],[93.00940704 98.36821747  7.7215991 ],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340043.77529301 10506289.22869068     2565.86417723],0.026998775798223705,16.615286289191012,Nov-05-2022 14:27:33,True,30.07147804958744
25,1,Point star value,[64.2231369  89.70878601  8.53319645],[75.09052063 93.77963564  7.78928208],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340025.8564066  10506284.64010885     2565.93186021],0.06410391283759524,20.615286289191012,Nov-05-2022 14:27:33,False,11.628639403000347
26,1,Point star value,[64.2231369  89.70878601  8.53319645],[71.83149937 93.22715176  7.55128956],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340022.59738534 10506284.08762497     2565.69386768],0.1171379054544302,24.615286289191012,Nov-05-2022 14:27:33,False,8.439799652130821
27,1,Point star value,[64.2231369  89.70878601  8.53319645],[71.69745229 93.74120414  7.3924942 ],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340022.46333826 10506284.60167735     2565.53507233],0.13431577311626205,28.615286289191012,Nov-05-2022 14:27:33,False,8.568954903812461
28,1,Point star value,[64.2231369  89.70878601  8.53319645],[71.53009606 94.38299262  7.01953578],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340022.29598203 10506285.24346583     2565.1621139 ],0.17450365926239217,32.61528628919101,Nov-05-2022 14:27:33,False,8.805170536372627
29,1,Point star value,[64.2231369  89.70878601  8.53319645],[71.36023817 95.03437461  7.07290125],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340022.12612414 10506285.89484783     2565.21547937],0.16398486518608543,36.61528628919101,Nov-05-2022 14:27:33,False,9.023999696949382
30,1,Point star value,[64.2231369  89.70878601  8.53319645],[71.18308459 95.7137346   6.77934051],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340021.94897055 10506286.57420781     2564.92191863],0.19079405870519658,40.61528628919101,Nov-05-2022 14:27:33,False,9.358220447857962
31,1,Point star value,[64.2231369  89.70878601  8.53319645],[71.01044341 96.3757901   7.01813412],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340021.77632938 10506287.23626331     2565.16071224],0.15924532394150068,44.61528628919101,Nov-05-2022 14:27:33,False,9.633892624730635
32,1,Point star value,[64.2231369  89.70878601  8.53319645],[70.8053091  97.16245239  6.82659864],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340021.57119507 10506288.0229256      2564.96917677],0.17162172742272194,48.61528628919101,Nov-05-2022 14:27:33,False,10.089331464408847
33,1,Point star value,[64.2231369  89.70878601  8.53319645],[70.5743616  98.04810474  6.73388457],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340021.34024757 10506288.90857795     2564.8764627 ],0.1716495192418847,52.61528628919101,Nov-05-2022 14:27:33,False,10.635779961015572
34,1,Point star value,[64.2231369  89.70878601  8.53319645],[70.34133635 98.941725    6.85122895],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340021.10722232 10506289.80219821     2564.99380708],0.15185585899013726,56.61528628919101,Nov-05-2022 14:27:33,False,11.20305947330163
35,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 70.04819521 100.06588155   6.9113028 ],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340020.81408118 10506290.92635476     2565.05388093],0.13649096281371673,60.61528628919101,Nov-05-2022 14:27:33,False,11.992967579397794
36,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 69.71164436 101.35650847   7.13327551],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340020.47753033 10506292.21698168     2565.27585363],0.10872269648193712,64.61528628919102,Nov-05-2022 14:27:33,False,12.951947004525236
37,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 69.34053805 102.77965085   7.21978188],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340020.10642402 10506293.64012407     2565.36236   ],0.09356853043743156,68.61528628919102,Nov-05-2022 14:27:33,False,14.098239612455439
38,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 68.88737933 104.51745315   7.50383115],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340019.6532653  10506295.37792636     2565.64640927],0.06630012591404932,72.61528628919102,Nov-05-2022 14:27:33,False,15.559928433429716
39,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 68.32266841 106.68304302   7.64650655],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340019.08855438 10506297.54351623     2565.78908467],0.05077741348162704,76.61528628919102,Nov-05-2022 14:27:33,False,17.484787057005605
40,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 67.5192579  109.76401345   7.47990179],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340018.28514387 10506300.62448666     2565.62247992],0.05182443850690687,80.61528628919102,Nov-05-2022 14:27:33,False,20.351559910161292
41,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 66.40677923 114.03021838   7.38037944],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340017.1726652  10506304.89069159     2565.52295756],0.04720933014095094,84.61528628919102,Nov-05-2022 14:27:33,False,24.44645891187714
42,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 64.89064789 119.52354431   6.5057044 ],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340015.65653386 10506310.38401752     2564.64828253],0.06798593088768225,88.61528628919102,Nov-05-2022 14:27:33,True,29.891070697599826
43,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 62.661129   119.65050507   6.59221077],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340013.42701497 10506310.51097828     2564.73478889],0.06473742641226353,92.61528628919102,Nov-05-2022 14:27:33,True,30.045196522571036
44,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 60.68046951 119.39536285   6.72737694],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340011.44635548 10506310.25583606     2564.86995506],0.06040093167765955,96.61528628919102,Nov-05-2022 14:27:33,True,29.951699801633527
45,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 58.60748672 119.04081726   6.87035227],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340009.37337269 10506309.90129047     2565.01293039],0.055679150477926265,100.61528628919102,Nov-05-2022 14:27:33,True,29.91101193426806
46,1,Point star value,[64.2231369  89.70878601  8.53319645],[ 56.6701355  118.677948     7.01332808],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340007.43602147 10506309.53842121     2565.1559062 ],0.05076786830531726,104.61528628919102,Nov-05-2022 14:27:33,True,29.976160133121226
47,1,Point star maximum,[64.2231369  89.70878601  8.53319645],[ 64.89064789 119.52354431   6.5057044 ],[ 1340014.98902287 10506280.56925922     2566.67577457],[ 1340015.65653386 10506310.38401752     2564.64828253],0.06798593088768225,88.61528628919102,Nov-05-2022 14:27:33,True,29.891070697599826
1,2,Point star value,[65.55932617 90.03620148  8.52939224],[65.25159253 91.21398354  7.77456427],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340016.0174785  10506282.07445676     2565.91714239],0.6200730380455198,-75.38471371080898,Nov-05-2022 14:27:33,False,1.4323532627491613
2,2,Point star value,[65.55932617 90.03620148  8.52939224],[65.17281118 91.19344009  7.77836895],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.93869715 10506282.0539133      2565.92094707],0.6155525293872038,-71.38471371080898,Nov-05-2022 14:27:33,False,1.4327006120019385
3,2,Point star value,[65.55932617 90.03620148  8.52939224],[65.09056386 91.17199284  7.77937007],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.85644983 10506282.03246605     2565.92194819],0.610407874652363,-67.38471371080898,Nov-05-2022 14:27:33,False,1.4395462416633131
4,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.99995655 91.14836559  7.78938246],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.76584252 10506282.0088388      2565.93196058],0.5944278655967514,-63.38471371080899,Nov-05-2022 14:27:33,False,1.4482464787042362
5,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.91238424 91.12552976  7.79639101],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.6782702  10506281.98600297     2565.93896914],0.5785543878241717,-59.38471371080899,Nov-05-2022 14:27:33,False,1.4637147179319268
6,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.827842   91.10348407  7.78167295],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.59372797 10506281.96395728     2565.92425108],0.5778830355177561,-55.38471371080899,Nov-05-2022 14:27:33,False,1.4944046803993374
7,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.72969338 91.0778903   7.76705503],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.49557935 10506281.93836351     2565.90963316],0.5724571831790504,-51.38471371080899,Nov-05-2022 14:27:33,False,1.5344589244800442
8,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.62693054 91.05109331  7.70307636],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.39281651 10506281.91156652     2565.84565449],0.5995724233186246,-47.38471371080899,Nov-05-2022 14:27:33,False,1.6069116272782413
9,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.51109742 91.02088804  7.81421304],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.27698339 10506281.88136125     2565.95679116],0.49727719578747126,-43.38471371080899,Nov-05-2022 14:27:33,False,1.6061981306535098
10,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.39478022 90.99055653  7.76144814],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.16066618 10506281.85102974     2565.90402627],0.5100439447844645,-39.38471371080899,Nov-05-2022 14:27:33,False,1.6901772079599189
11,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.25776489 90.95482768  7.99093008],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340015.02365086 10506281.81530089     2566.13350821],0.33799857527588506,-35.38471371080899,Nov-05-2022 14:27:33,False,1.6816293761152448
12,2,Point star value,[65.55932617 90.03620148  8.52939224],[64.1089007  90.91600905  7.78487682],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340014.87478667 10506281.77648226     2565.92745495],0.4388779274977639,-31.384713710808988,Nov-05-2022 14:27:33,False,1.852592402453672
13,2,Point star value,[65.55932617 90.03620148  8.52939224],[63.94284188 90.87270665  7.74993396],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340014.70872785 10506281.73317986     2565.89251208],0.4282503579742004,-27.384713710808988,Nov-05-2022 14:27:33,False,1.9799791901941215
14,2,Point star value,[65.55932617 90.03620148  8.52939224],[63.75361857 90.82336376  7.65862155],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340014.51950454 10506281.68383696     2565.80119967],0.44205519785965974,-23.384713710808988,Nov-05-2022 14:27:33,False,2.153705180571802
15,2,Point star value,[65.55932617 90.03620148  8.52939224],[63.50048489 90.75735525  7.62247729],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340014.26637086 10506281.61782846     2565.76505542],0.4157322539692455,-19.384713710808988,Nov-05-2022 14:27:33,False,2.3624954802641676
16,2,Point star value,[65.55932617 90.03620148  8.52939224],[63.19455561 90.67757948  7.60906076],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340013.96044158 10506281.53805269     2565.75163889],0.3756140414442981,-15.384713710808986,Nov-05-2022 14:27:33,False,2.617348956344611
17,2,Point star value,[65.55932617 90.03620148  8.52939224],[62.82271426 90.58061612  7.58663321],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340013.58860023 10506281.44108932     2565.72921133],0.3378775568054674,-11.384713710808986,Nov-05-2022 14:27:33,False,2.9452040066003224
18,2,Point star value,[65.55932617 90.03620148  8.52939224],[62.32239839 90.45015104  7.75093508],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340013.08828436 10506281.31062425     2565.8935132 ],0.23854986264167655,-7.384713710808986,Nov-05-2022 14:27:33,False,3.3548548788712833
19,2,Point star value,[65.55932617 90.03620148  8.52939224],[61.62458288 90.2681849   8.05160475],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340012.39046885 10506281.12865811     2566.19418287],0.12121737585448518,-3.3847137108089864,Nov-05-2022 14:27:33,False,3.9704284330807784
20,2,Point star value,[65.55932617 90.03620148  8.52939224],[60.51955197 89.98003106  8.14582062],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340011.28543794 10506280.84050427     2566.28839874],0.07610416420290476,0.6152862891910136,Nov-05-2022 14:27:33,False,5.054661837632428
21,2,Point star value,[65.55932617 90.03620148  8.52939224],[58.53454332 89.46240947  8.16113949],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340009.30042929 10506280.32288268     2566.30371761],0.052247937107324026,4.615286289191014,Nov-05-2022 14:27:33,False,7.057791539532096
22,2,Point star value,[65.55932617 90.03620148  8.52939224],[54.21238322 88.33533963  8.16584516],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340004.97826919 10506279.19581284     2566.30842328],0.03168522241733194,8.615286289191014,Nov-05-2022 14:27:33,False,11.479469144852528
23,2,Point star value,[65.55932617 90.03620148  8.52939224],[94.76498413 96.5786972   8.21860981],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340045.5308701  10506287.43917041     2566.36118793],0.010383817911905006,12.615286289191014,Nov-05-2022 14:27:33,True,29.931109115474484
24,2,Point star value,[65.55932617 90.03620148  8.52939224],[94.2976532  98.6541748   7.70077324],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340045.06353917 10506289.51464801     2565.84335136],0.027618164726657703,16.615286289191012,Nov-05-2022 14:27:33,True,30.014121909576293
25,2,Point star value,[65.55932617 90.03620148  8.52939224],[77.00001027 94.27756448  7.85526347],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340027.76589623 10506285.13803769     2565.9978416 ],0.05524932769839643,20.615286289191012,Nov-05-2022 14:27:33,False,12.220182580464238
26,2,Point star value,[65.55932617 90.03620148  8.52939224],[71.79141848 92.91934392  7.53186584],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340022.55730445 10506283.77981713     2565.67444396],0.14527026019563186,24.615286289191012,Nov-05-2022 14:27:33,False,6.9387710606768085
27,2,Point star value,[65.55932617 90.03620148  8.52939224],[71.78664478 93.39916305  7.36686301],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340022.55253075 10506284.25963626     2565.50944114],0.16426032130873525,28.615286289191012,Nov-05-2022 14:27:33,False,7.172202016217328
28,2,Point star value,[65.55932617 90.03620148  8.52939224],[71.6536476  93.90918922  6.97237802],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340022.41953356 10506284.76966243     2565.11495614],0.2156273209592427,32.61528628919101,Nov-05-2022 14:27:33,False,7.386818054489509
29,2,Point star value,[65.55932617 90.03620148  8.52939224],[71.51444669 94.44300585  6.86334395],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340022.28033265 10506285.30347906     2565.00592208],0.2248884441212839,36.61528628919101,Nov-05-2022 14:27:33,False,7.593359071292323
30,2,Point star value,[65.55932617 90.03620148  8.52939224],[71.37004638 94.99676144  6.83901405],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340022.13593235 10506285.85723465     2564.98159218],0.2212498527832692,40.61528628919101,Nov-05-2022 14:27:33,False,7.8248963518102785
31,2,Point star value,[65.55932617 90.03620148  8.52939224],[71.19702755 95.66026521  6.90829921],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340021.96291352 10506286.52073842     2565.05087733],0.20357111438726663,44.61528628919101,Nov-05-2022 14:27:33,False,8.126605218935447
32,2,Point star value,[65.55932617 90.03620148  8.52939224],[71.05459441 96.206477    6.87565899],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340021.82048038 10506287.06695021     2565.01823711],0.20014725557796187,48.61528628919101,Nov-05-2022 14:27:33,False,8.42645279583302
33,2,Point star value,[65.55932617 90.03620148  8.52939224],[70.84141469 97.02399235  6.81117988],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340021.60730066 10506287.88446556     2564.953758  ],0.19615308631852515,52.61528628919101,Nov-05-2022 14:27:33,False,8.926473777971458
34,2,Point star value,[65.55932617 90.03620148  8.52939224],[70.64158273 97.79032084  6.84932685],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340021.4074687  10506288.65079405     2564.99190497],0.18121279062521994,56.61528628919101,Nov-05-2022 14:27:33,False,9.422224713119261
35,2,Point star value,[65.55932617 90.03620148  8.52939224],[70.41685237 98.65213131  6.90849948],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340021.18273834 10506289.51260453     2565.0510776 ],0.16387725595502448,60.61528628919101,Nov-05-2022 14:27:33,False,10.022828995094654
36,2,Point star value,[65.55932617 90.03620148  8.52939224],[70.14651355 99.68884407  6.97247815],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340020.91239951 10506290.54931728     2565.11505628],0.14568054654305526,64.61528628919102,Nov-05-2022 14:27:33,False,10.799989742090265
37,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 69.8101604  100.97871279   7.04306483],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340020.57604637 10506291.839186       2565.18564296],0.1266126336934451,68.61528628919102,Nov-05-2022 14:27:33,False,11.832891218517767
38,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 69.41891055 102.47910294   7.42353272],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340020.18479652 10506293.33957615     2565.56611085],0.08488494050935337,72.61528628919102,Nov-05-2022 14:27:33,False,13.074598035453517
39,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 68.92222767 104.38381449   7.58953667],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340019.68811364 10506295.2442877      2565.73211479],0.0637775894104819,76.61528628919102,Nov-05-2022 14:27:33,False,14.766395433645126
40,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 68.32162165 106.68705718   7.50643444],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340019.08750762 10506297.54753039     2565.64901257],0.060607416101077206,80.61528628919102,Nov-05-2022 14:27:33,False,16.9093972322569
41,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 67.53274781 109.71228147   7.45567226],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340018.29863378 10506300.57275468     2565.59825039],0.054297401269222244,84.61528628919102,Nov-05-2022 14:27:33,False,19.803923634013728
42,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 66.0921527  115.23676849   7.38939071],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340016.85803867 10506306.0972417      2565.53196883],0.04522703017686259,88.61528628919102,Nov-05-2022 14:27:33,False,25.231965551091267
43,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 64.23196411 119.88282013   6.49709368],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340014.99785008 10506310.74329334     2564.6396718 ],0.06802418043917963,92.61528628919102,Nov-05-2022 14:27:33,True,29.945162755863457
44,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 62.00587845 119.7695694    6.64047003],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340012.77176442 10506310.63004261     2564.78304815],0.06307982079129318,96.61528628919102,Nov-05-2022 14:27:33,True,30.00446942901603
45,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 59.99840546 119.44723511   6.78564835],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340010.76429142 10506310.30770832     2564.92822647],0.05825658158407721,100.61528628919102,Nov-05-2022 14:27:33,True,29.982884804260497
46,2,Point star value,[65.55932617 90.03620148  8.52939224],[ 57.95498657 118.98306274   6.9075985 ],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340008.72087254 10506309.84353595     2565.05017662],0.05418798465117257,104.61528628919102,Nov-05-2022 14:27:33,True,29.972937342208787
47,2,Point star maximum,[65.55932617 90.03620148  8.52939224],[ 64.23196411 119.88282013   6.49709368],[ 1340016.32521214 10506280.89667469     2566.67197037],[ 1340014.99785008 10506310.74329334     2564.6396718 ],0.06802418043917963,92.61528628919102,Nov-05-2022 14:27:33,True,29.945162755863457
1,3,Point star value,[66.95271301 90.26045227  8.51937962],[66.61157592 91.56862017  7.7640512 ],[ 1340017.71859898 10506281.12092548     2566.66195774],[ 1340017.37746188 10506282.42909338     2565.90662932],0.5587094405980129,-75.38471371080898,Nov-05-2022 14:27:33,False,1.5486118888539135
2,3,Point star value,[66.95271301 90.26045227  8.51937962],[66.51870803 91.54440344  7.76605368],[ 1340017.71859898 10506281.12092548     2566.66195774],[ 1340017.284594   10506282.40487665     2565.9086318 ],0.555829046295252,-71.38471371080898,Nov-05-2022 14:27:33,False,1.5506098441552032
3,3,Point star value,[66.95271301 90.26045227  8.51937962],[66.42726876 91.52055924  7.77246141],[ 1340017.71859898 10506281.12092548     2566.66195774],[ 1340017.19315473 10506282.38103245     2565.91503954],0.5470847456141663,-67.38471371080898,Nov-05-2022 14:27:33,False,1.5562287840322782
